,code,value_represented
642,43344,1-Hexanol
643,43346,"Methylcyclopentane & 2,4-dimethylpentane"
644,43347,2-Methylhexane & cyclohexane
645,43348,"n-Decane & 1,2,4-trimethylbenzene"
646,43349,cis-2-Pentene & 2-methylpentane
647,43352,Dichloroethyl ether
648,43356,Diethylene glycol
649,43359,Chlorodifluoromethane
650,43360,dichlorofluoromethane
651,43362,"2-Methylhexane & 2,3-dimethylpentane "
652,43363,"1,2,4-Trimethylbenzene & sec-butylbenzene"
653,43364,"1,2,4-Trimethylbenzene & .beta.-pinene"
654,43372,Methyl tert-butyl ether
655,43373,Tert-amyl methyl ether
656,43375,"2,2-Dimethylheptane"
657,43376,"2,2,4-Trimethylhexane"
658,43378,1-Methylcyclohexene
659,43379,m(and p)-Ethyltoluene
660,43391,4-Methylpentene & 3-methylpentene
661,43392,"2,2,3-Trimethylbutane"
662,43393,"cis-1,2-Dimethylcyclopentane"
663,43394,"trans-1,3-Dimethylcyclopentane"
664,43395,4-Methylheptane
665,43396,tert-Butyl ethyl ether
666,43434,n-Propyl acetate
667,43438,Ethyl acrylate
668,43440,n-Butyl acrylate
669,43441,Methyl methacrylate
670,43447,Vinyl acetate
671,43501,Aldehydes
672,43502,Formaldehyde
673,43503,Acetaldehyde
674,43504,Propionaldehyde
675,43505,Acrolein - Unverified
676,43509,Acrolein - Verified
677,43510,Butyraldehyde
678,43511,HEXANAL
679,43512,Isobutyraldehyde
680,43513,Isovaleraldehyde
681,43514,Butyl acetate
682,43515,Methacrolein
683,43516,Trans-Crotonaldehyde
684,43517,Hexanaldehyde
685,43518,Valeraldehyde
686,43520,cis-Crotonaldehyde
687,43521,Decanal
688,43522,Dodecanal
689,43523,Tetradecanal
690,43524,Nonanal
691,43525,Octanal
692,43526,Tridecanal
693,43527,Undecanal
694,43528,Crotonaldehyde
695,43549,Methyl ethyl ketone & methacrolein
696,43551,Acetone
697,43552,Methyl ethyl ketone
698,43553,3-Pentanone
699,43557,3-Hexanone
700,43558,Methyl Vinyl Ketone
701,43559,Methyl Butyl Ketone
702,43560,Methyl isobutyl ketone
703,43562,2-Pentanone
704,43563,3-Heptanone
705,43564,2-Methyl-3-hexanone
706,43565,Acetophenone
707,43566,"1,2-Epoxybutane"
708,43599,Ethane & acetylene
709,43601,Ethylene oxide
710,43602,Propylene oxide
711,43604,"1,2,3-Trichloropropane"
712,43605,"1,3,5-Trichlorobenzene"
713,43606,Propionitrile
714,43607,Epichlorohydrin
715,43702,Acetonitrile
716,43704,Acrylonitrile
717,43756,2-Nitropropane
718,43776,Radon
719,43800,Total chlorinated hydrocarbons
720,43801,Chloromethane
721,43802,Dichloromethane
722,43803,Chloroform
723,43804,Carbon tetrachloride
724,43805,Dibromomethane
725,43806,Bromoform
726,43808,Methyl Iodide
727,43811,Trichlorofluoromethane
728,43812,Chloroethane
729,43813,"1,1-Dichloroethane"
730,43814,Methyl chloroform
731,43815,Ethylene dichloride
732,43816,Duplicate use 43839
733,43817,Tetrachloroethylene
734,43818,"1,1,2,2-Tetrachloroethane"
735,43819,Bromomethane
736,43820,"1,1,2-Trichloroethane"
737,43821,"1,1,2-Trichloro-1,2,2-trifluoroethane"
738,43823,Dichlorodifluoromethane
739,43824,Trichloroethylene
740,43825,"2,2-Dichloro-1,1,1-trifluoroethane"
741,43826,"1,1-Dichloroethylene"
742,43827,Carbon Tetrafluoride
743,43828,Bromodichloromethane
744,43829,"1,2-Dichloropropane"
745,43830,"trans-1,3-Dichloropropene"
746,43831,"cis-1,3-Dichloropropene"
747,43832,Dibromochloromethane
748,43833,2-Chloroethyl vinyl ether
749,43834,"1,1,1,2,2-Pentafluoroethane"
750,43835,Chloroprene
751,43836,Bromochloromethane
752,43837,"1,1,1,2-Tetrachloroethane"
753,43838,"trans-1,2-Dichloroethylene"
754,43839,"cis-1,2-Dichloroethene"
755,43840,"1,2-Dichloroethene(total)"
756,43841,"1,3-Dichloropropene(total)"
757,43842,"1-Propene, 3-chloro"
758,43843,Ethylene dibromide
759,43844,Hexachlorobutadiene
760,43847,"1,4-Dichlorobutane"
761,43848,Halocarbon 134a
762,43849,Freon 23
763,43851,Trichlorotrifluoroethane
764,43852,Dichlorotetrafluoroethane
765,43853,1-Bromopropane
766,43854,"1,1-Difluoroethane"
767,43860,Vinyl chloride
768,43861,Vinyl bromide
769,43862,Ethyl bromide
770,43863,3-Bromopropene
771,43901,Methyl mercaptan
772,43911,Total reduced sulfur
773,43915,DIMETHYL SULFIDE
774,43950,Heptanal
775,43952,Indan
776,43954,n-Undecane
777,43955,"2,5-Dimethylhexane"
778,43960,2-Methylheptane
779,44101,Total Oxidants
780,44201,Ozone
781,44301,Peroxyactyl nitrate
782,45102,Xylene(s)
783,45104,Isomers of ethyltoluene
784,45109,m/p Xylene
785,45110,Styrene and o-xylene
786,45111,m(and p)-Xylene & bromoform
787,45112,"o-Xylene & 1,1,2,2-tetrachloroethane"
788,45115,"Benzene & 1,2-dichloroethane"
789,45116,m/p Ethyltoluene
790,45140,O-xylene & N-nonane
791,45201,Benzene
792,45202,Toluene
793,45203,Ethylbenzene
794,45204,o-Xylene
795,45205,m-Xylene
796,45206,p-Xylene
797,45207,"1,3,5-Trimethylbenzene"
798,45208,"1,2,4-Trimethylbenzene"
799,45209,n-Propylbenzene
800,45210,Isopropylbenzene
801,45211,o-Ethyltoluene
802,45212,m-Ethyltoluene
803,45213,p-Ethyltoluene
804,45216,sec-Butylbenzene
805,45217,o-Diethylbenzene
806,45218,m-Diethylbenzene
807,45219,p-Diethylbenzene
808,45220,Styrene
809,45221,"Benzene,(1-methylethenyl)-"
810,45225,"1,2,3-Trimethylbenzene"
811,45228,"Benzene, 1-ethenyl-4-methyl"
812,45230,p-tert-butyl toluene
813,45231,"1,2,4,5-Tetramethylbenzene"
814,45232,Butylbenzene
815,45233,Butyl benzene
816,45234,n-Hexylbenzene
817,45300,Phenol
818,45301,Biphenyl
819,45501,Benzaldehyde
820,45503,"2,5-Dimethylbenzaldehyde"
821,45504,Tolualdehydes
822,45505,o-Tolualdehyde
823,45506,m & p-Tolualdehyde
824,45507,p-Tolualdehyde
825,45508,m-Tolualdehyde
826,45704,"4,4-Methylenedianiline"
827,45705,Nitrobenzene
828,45732,"4,4-Methylenediphenyl Diisocyanate (MDI)"
829,45801,Chlorobenzene
830,45805,"1,2-Dichlorobenzene"
831,45806,"1,3-Dichlorobenzene"
832,45807,"1,4-Dichlorobenzene"
833,45808,Bromofluorobenzene
834,45809,Benzyl chloride
835,45810,"1,2,4-Trichlorobenzene"
836,45811,2-chlorotoluene
837,45815,"Benzene, 1,2,3-trichloro-"
838,45820,4-Chloro-3-methylphenol
839,45850,Naphthalene
840,45851,1-Methylnaphthalene
841,45852,2-Methylnaphthalene
842,46201,"1,4-Dioxane"
843,46401,"Furan, tetrahydro-"
844,61101,Wind Speed - Scalar
845,61102,Wind Direction - Scalar
846,61103,Wind Speed - Resultant
847,61104,Wind Direction - Resultant
848,61105,Peak Wind Gust
849,61106,Std Dev Hz Wind Direction
850,61107,Std Dev Vt Wind Direction
851,61109,Vertical Wind Speed
852,61110,Std Dev Vt Wind Speed
853,61111,Std Dev Hz Wind Speed
854,61112,Vert Wind Direction
855,61120,Atmospheric Stability
856,61202,Lapse Rate
857,61301,Mixing Height
858,61302,Mixing Speed
859,62101,Outdoor Temperature
860,62102,Virtual Temperature
861,62103,Dew Point
862,62104,Temperature 24-Hr Max
863,62105,Temperature 24-Hr Min
864,62106,Temperature Difference
865,62107,Indoor Temperature
866,62108,Soil Temperature
867,62201,Relative Humidity 
868,62202,Relative Humidity Factor
869,62604,Ammonia (precip)
870,63101,Visibility
871,63102,Light Absorption Coeffiecient
872,63301,Solar radiation
873,63302,Ultraviolet radiation
874,63303,Infrared Radiation
875,63304,Ultraviolet radiation (type B)
876,63305,Net radiation
877,64101,Barometric pressure
878,65101,Rain 24hr total
879,65102,Rain/melt precipitation
880,65105,Beryllium (precip)
881,65107,Barium (precip)
882,65112,Chromium (Precip)
883,65113,Cobalt (precip)
884,65134,Molybdenum (precip)
885,65152,Phosphorus (precip)
886,65164,Vanadium (precip)
887,65166,Silver (precip)
888,65173,Thallium (precip)
889,65190,Boron (precip)
890,65301,Volume (precip)
891,65302,PH (precip)
892,65303,Conductivity (precip)
893,65305,Radioactivity rainfall
894,65306,Strong Acids (precip)
895,65311,Sodium (precip)
896,65312,Potassium (precip)
897,65313,Magnesium (precip)
898,65314,Calcium (precip)
899,65315,Fluoride (precip)
900,65316,Chloride (precip)
901,65318,Ammonium (precip)
902,65321,Nitrate (precip)
903,65322,Sulfate (precip)
904,65329,Mercury (precip)
905,65330,Acidity (precip)
906,65331,Alkalinity (precip)
907,65332,Cadmium (precip)
908,65333,Copper(precip)
909,65334,Iron (precip)
910,65335,Manganese (precip)
911,65336,Nickel (precip)
912,65337,Lead (precip)
913,65338,Zinc (precip)
914,65339,Arsenic (precip)
915,65342,Aluminum (precip)
916,65343,Nitrite (precip)
917,65344,Antimony (precip)
918,65401,Dry deposition
919,65429,Mercury (deposition)
920,65551,Silica (precip)
921,66101,Cloud cover
922,68101,Sample Flow Rate- CV
923,68102,Sample Volume
924,68103,Ambient Min Temperature
925,68104,Ambient Max Temperature
926,68105,Average Ambient Temperature
927,68106,Sample Min Baro Pressure
928,68107,Sample Max Baro Pressure
929,68108,Average Ambient Pressure
930,68109,Elapsed Sample Time
931,68110,Relative Humidity
932,68111,Sample Flow Rate CV - Teflon Filter
933,68112,Sample Flow Rate CV - Nylon Filter
934,68113,Sample Flow Rate CV - Quartz Filter
935,68114,Sample Volume - Teflon Filter
936,68115,Sample Volume - Nylon Filter
937,68116,Sample Volume - Quartz Filter
938,68117,Average Ambient Temperature for URG3000N
939,68118,Average Ambient Pressure for URG3000N
940,72101,Silver tarnishing
941,72201,Steel corrosion
942,72301,Dyed fabric #1
943,72302,Dyed fabric #2
944,72303,Dyed fabric #3
945,72304,Dyed fabric #4
946,72305,Dyed fabric #5
947,72306,Dyed fabric #6
948,72307,Dyed fabric #7
949,72308,Dyed fabric #8
950,72309,Dyed fabric #9
951,72401,Rubber cracking
952,72501,Nylon deterioration
953,81101,Size fractionated particulate
954,81102,PM10 Total 0-10um STP
955,81103,PM10-2.5 STP
956,81104,PM2.5 STP
957,81111,TOTAL CARBON (PM10) use 82116
958,81301,AMMONIUM (PM10) use 82301
959,82101,Aluminum PM10 STP
960,82102,Antimony PM10 STP
961,82103,Arsenic PM10 STP
962,82105,Beryllium PM10 STP
963,82107,Barium PM10 STP
964,82109,Bromide PM10 STP
965,82110,Cadmium PM10 STP
966,82111,Calcium PM10 STP
967,82112,Chromium PM10 STP
968,82113,Cobalt PM10 STP
969,82114,Copper PM10 STP
970,82115,Chlorine PM10 STP
971,82116,Total Carbon PM10 STP
972,82119,Chromium VI PM10 STP
973,82124,Gallium PM10 STP
974,82126,Iron PM10 STP
975,82127,Palladium PM10 STP
976,82128,Lead PM10 STP
977,82131,Indium PM10 STP
978,82132,Manganese PM10 STP
979,82134,Molybdenum PM10 STP 
980,82136,Nickel PM10 STP
981,82140,Magnesium PM10 STP
982,82142,Mercury PM10 STP
983,82146,Lanthanum PM10 STP
984,82151,Dibenz(A-H)Anthracene PM10 STP
985,82152,Phosphorus PM10 STP
986,82154,Selenium PM10 STP
987,82160,Tin PM10 STP
988,82161,Titanium PM10 STP
989,82164,Vanadium PM10 STP
990,82165,Silicon PM10 STP
991,82166,Silver PM10 STP
992,82167,Zinc PM10 STP
993,82168,Strontium PM10 STP
994,82169,Sulfur PM10 STP
995,82173,Thallium PM10 STP
996,82176,Rubidium PM10 STP
997,82179,Uranium PM10 STP
998,82180,Potassium PM10 STP
999,82183,Yttrium PM10 STP
1000,82184,Sodium PM10 STP
1001,82185,Zirconium PM10 STP
1002,82190,Boron PM10 STP
1003,82202,Fluoride PM10 STP
1004,82203,Chloride PM10 STP
1005,82220,Benzo(b)Fluranthene PM10 STP
1006,82223,Benzo(k)Fluoranthene PM10 STP
1007,82237,"Benzo(g,h,i)Perylene PM10 STP"
1008,82242,Benzo(a)Pyrene PM10 STP
1009,82243,"Indeno[1,2,3-cd] pyrene PM10 STP"
1010,82301,Ammonium PM10 STP
1011,82305,Organic carbon PM10 STP
1012,82306,Nitrate PM10 STP
1013,82307,Elemental Carbon PM10 STP
1014,82356,Nitrate PM2.5 STP 
1015,82403,Sulfate PM10 STP
1016,82453,Sulfate PM2.5 STP 
1017,82551,Silica PM10 STP
1018,83101,Aluminum PM10-2.5 STP
1019,83102,Antimony PM10-2.5 STP
1020,83103,Arsenic PM10-2.5 STP
1021,83107,Barium PM10-2.5 STP
1022,83109,Bromine PM10-2.5 STP
1023,83110,Cadmium PM10-2.5 STP
1024,83111,Calcium PM10-2.5 STP
1025,83112,Chromium PM10-2.5 STP
1026,83113,Cobalt PM10-2.5 STP
1027,83114,Copper PM10-2.5 STP
1028,83115,Chlorine PM10-2.5 STP
1029,83126,Iron PM10-2.5 STP
1030,83128,Lead PM10-2.5 STP
1031,83129,Indium (PM10)
1032,83130,Gallium (PM10)
1033,83132,Manganese PM10-2.5 STP
1034,83134,Molybdenum PM10-2.5 STP
1035,83136,Nickel PM10-2.5 STP
1036,83142,Mercury PM10-2.5 STP
1037,83147,Lanthanum (PM10)
1038,83152,Phosphorus PM10-2.5 STP
1039,83154,Selenium PM10-2.5 STP
1040,83160,Tin PM10-2.5 STP
1041,83161,Titanium PM10-2.5 STP
1042,83164,Vanadium PM10-2.5 STP
1043,83165,Silicon PM10-2.5 STP
1044,83167,Zinc PM10-2.5 STP
1045,83168,Strontium PM10-2.5 STP
1046,83169,Sulfur PM10-2.5 STP
1047,83176,Rubidium PM10-2.5 STP
1048,83179,Uranium PM10-2.5 STP
1049,83180,Potassium PM10-2.5 STP
1050,83183,Yttrium PM10-2.5 STP
1051,83185,Zirconium PM10-2.5 STP
1052,84101,Aluminum PM2.5 STP
1053,84102,Antimony PM2.5 STP
1054,84103,Arsenic PM2.5 STP
1055,84107,Barium PM2.5 STP
1056,84109,Bromine PM2.5 STP
1057,84110,Cadmium PM2.5 STP
1058,84111,Calcium PM2.5 STP
1059,84112,Chromium PM2.5 STP
1060,84113,Cobalt PM2.5 STP
1061,84114,Copper PM2.5 STP
1062,84115,Chlorine PM2.5 STP
1063,84126,Iron PM2.5 STP
1064,84128,Lead PM2.5 STP
1065,84132,Manganese PM2.5 STP
1066,84134,Molybdenum PM2.5 STP
1067,84136,Nickel PM2.5 STP
1068,84140,Magnesium PM2.5 STP
1069,84142,Mercury PM2.5 STP
1070,84152,Phosphorus PM2.5 STP
1071,84154,Selenium PM2.5 STP
1072,84160,Tin PM2.5 STP
1073,84161,Titanium PM2.5 STP
1074,84164,Vanadium PM2.5 STP
1075,84165,Silicon PM2.5 STP
1076,84167,Zinc PM2.5 STP
1077,84168,Strontium PM2.5 STP
1078,84169,Sulfur PM2.5 STP
1079,84176,Rubidium PM2.5 STP
1080,84179,Uranium PM2.5 STP
1081,84180,Potassium PM2.5 STP
1082,84183,Yttrium PM2.5 STP
1083,84184,Sodium PM2.5 STP
1084,84185,Zirconium PM2.5 STP
1085,84203,Chloride PM2.5 STP
1086,84242,Mercury (PM2.5 STP particulate bound)
1087,84305,OC CSN Unadjusted PM2.5 STP TOT
1088,84306,Nitrate PM2.5 STP
1089,84307,EC CSN PM2.5 STP TOT
1090,84312,Total Carbon PM2.5 STP TOT
1091,84313,Black carbon PM2.5 STP
1092,84314,UV Carbon PM2.5 STP
1093,84315,Delta Carbon PM2.5 STP
1094,84316,Optical EC PM2.5 STP TOT
1095,84403,Sulfate PM2.5 STP
1096,85101,PM10 - LC
1097,85102,Antimony PM10 LC
1098,85103,Arsenic PM10 LC
1099,85104,Aluminum PM10 LC
1100,85105,Beryllium PM10 LC
1101,85107,Barium PM10 LC
1102,85109,Bromine PM10 LC
1103,85110,Cadmium PM10 LC
1104,85111,Calcium PM10 LC
1105,85112,Chromium PM10 LC
1106,85113,Cobalt PM10 LC
1107,85114,Copper PM10 LC
1108,85115,Chlorine PM10 LC
1109,85117,Cerium Pm10 Lc
1110,85118,Cesium Pm10 Lc
1111,85119,Chromium VI PM10 LC
1112,85126,Iron PM10 LC
1113,85128,Lead PM10 LC
1114,85129,Lead PM10 LC FRM/FEM
1115,85131,Indium Pm10 Lc
1116,85132,Manganese PM10 LC
1117,85134,Molybdenum PM10 LC
1118,85136,Nickel PM10 LC
1119,85140,Magnesium PM10 LC
1120,85142,Mercury PM10 LC
1121,85152,Phosphorus PM10 LC
1122,85154,Selenium PM10 LC
1123,85160,Tin PM10 LC
1124,85161,Titanium PM10 LC
1125,85164,Vanadium PM10 LC
1126,85165,Silicon PM10 LC
1127,85166,Silver PM10 LC
1128,85167,Zinc PM10 LC
1129,85168,Strontium PM10 LC
1130,85169,Sulfur PM10 LC
1131,85173,Thallium PM10 LC
1132,85174,Thorium PM10 LC
1133,85176,Rubidium PM10 LC
1134,85179,Uranium PM10 LC
1135,85180,Potassium PM10 LC
1136,85183,Yttrium PM10 LC
1137,85184,Sodium PM10 LC
1138,85185,Zirconium PM10 LC
1139,85301,Ammonium Ion PM10 LC
1140,85302,Sodium Ion PM10 LC
1141,85303,Potassium Ion PM10 LC
1142,85306,Total Nitrate PM10 LC
1143,85309,Volatile nitrate PM10 LC
1144,85310,Non-volatile nitrate PC10 LC
1145,85313,Black Carbon PM10 LC
1146,85355,OC CSN_rev Unadjusted PM10 LC TOT
1147,85357,EC CSN_rev Unadjusted PM10 LC TOT
1148,85370,OC CSN_rev Unadjusted PM10 LC TOR
1149,85374,OC1 CSN_rev Unadjusted PM10 LC
1150,85375,OC2 CSN_rev Unadjusted PM10 LC
1151,85376,OC3 CSN_rev Unadjusted PM10 LC
1152,85377,OC4 CSN_rev Unadjusted PM10 LC
1153,85378,Op CSN_rev Unadjusted PM10 LC TOR
1154,85380,EC CSN_rev Unadjusted PM10 LC TOR
1155,85383,EC1 CSN_rev Unadjusted PM10 LC
1156,85384,EC2 CSN_rev Unadjusted PM10 LC
1157,85385,EC3 CSN_rev Unadjusted PM10 LC
1158,85388,Op CSN_rev Unadjusted PM10 LC TOT
1159,85403,Sulfate PM10 LC
1160,85551,Silica PM10 LC
1161,86101,PM10-2.5 - Local Conditions
1162,86102,Antimony PM10-2.5 LC
1163,86103,Arsenic PM10-2.5 LC
1164,86104,Aluminum PM10-2.5 LC
1165,86107,Barium PM10-2.5 LC
1166,86109,Bromine PM10-2.5 LC
1167,86110,Cadmium PM10-2.5 LC
1168,86111,Calcium PM10-2.5 LC
1169,86112,Chromium PM10-2.5 LC
1170,86113,Cobalt PM10-2.5 LC
1171,86114,Copper PM10-2.5 LC
1172,86115,Chlorine PM10-2.5 LC
1173,86117,Cerium PM10-2.5 LC
1174,86118,Cesium PM10-2.5 LC
1175,86126,Iron PM10-2.5 LC
1176,86128,Lead PM10-2.5 LC
1177,86131,Indium PM10-2.5 LC
1178,86132,Manganese PM10-2.5 LC
1179,86136,Nickel PM10-2.5 LC
1180,86140,Magnesium PM10-2.5 LC
1181,86152,Phosphorus PM10-2.5 LC
1182,86154,Selenium PM10-2.5 LC
1183,86160,Tin PM10-2.5 LC
1184,86161,Titanium PM10-2.5 LC
1185,86164,Vanadium PM10-2.5 LC
1186,86165,Silicon PM10-2.5 LC
1187,86166,Silver PM10-2.5 LC
1188,86167,Zinc PM10-2.5 LC
1189,86168,Strontium PM10-2.5 LC
1190,86169,Sulfur PM10-2.5 LC
1191,86176,Rubidium PM10-2.5 LC
1192,86180,Potassium PM10-2.5 LC
1193,86184,Sodium PM10-2.5 LC
1194,86185,Zirconium PM10-2.5 LC
1195,86301,Ammonium Ion PM10-2.5 LC
1196,86302,Sodium Ion PM10-2.5 LC
1197,86303,Potassium Ion PM10-2.5 LC
1198,86306,Total Nitrate PM10-2.5 LC
1199,86309,Volatile nitrate PM10-2.5 LC
1200,86310,Non-volatile nitrate PM10-2.5 LC
1201,86355,OC CSN_rev Unadjusted PM10-2.5 LC TOT
1202,86357,EC CSN_rev Unadjusted PM10-2.5 LC TOT
1203,86370,OC CSN_rev Unadjusted PM10-2.5 LC TOR
1204,86374,OC1 CSN_rev Unadjusted PM10-2.5 LC
1205,86375,OC2 CSN_rev Unadjusted PM10-2.5 LC
1206,86376,OC3 CSN_rev Unadjusted PM10-2.5 LC
1207,86377,OC4 CSN_rev Unadjusted PM10-2.5 LC
1208,86378,OP CSN_rev Unadjusted PM10-2.5 LC TOR
1209,86380,EC CSN_rev Unadjusted PM10-2.5 LC TOR
1210,86383,EC1 CSN_rev Unadjusted PM10-2.5 LC
1211,86384,EC2 CSN_rev Unadjusted PM10-2.5 LC
1212,86385,EC3 CSN_rev Unadjusted PM10-2.5 LC
1213,86388,OP CSN_rev Unadjusted PM10-2.5 LC TOT
1214,86403,Sulfate PM10-2.5 LC
1215,86502,Acceptable PM10-2.5 - Local Conditions
1216,87020,"Particle Number, 20-30 nm"
1217,87030,"Particle Number, 30-50 nm"
1218,87050,"Particle Number, 50-70 nm"
1219,87070,"Particle Number, 70-100 nm"
1220,87100,"Particle Number, 100-200 nm"
1221,87101,"Particle Number, Total Count"
1222,87200,"Particle Number, > 200 nm"
1223,88101,PM2.5 - Local Conditions
1224,88102,Antimony PM2.5 LC
1225,88103,Arsenic PM2.5 LC
1226,88104,Aluminum PM2.5 LC
1227,88105,Beryllium PM2.5 LC
1228,88107,Barium PM2.5 LC
1229,88109,Bromine PM2.5 LC
1230,88110,Cadmium PM2.5 LC
1231,88111,Calcium PM2.5 LC
1232,88112,Chromium PM2.5 LC
1233,88113,Cobalt PM2.5 LC
1234,88114,Copper PM2.5 LC
1235,88115,Chlorine PM2.5 LC
1236,88117,Cerium PM2.5 LC
1237,88118,Cesium PM2.5 LC
1238,88119,Chromium VI PM2.5 LC
1239,88121,Europium PM2.5 LC
1240,88124,Gallium PM2.5 LC
1241,88126,Iron PM2.5 LC
1242,88127,Hafnium PM2.5 LC
1243,88128,Lead PM2.5 LC
1244,88131,Indium PM2.5 LC
1245,88132,Manganese PM2.5 LC
1246,88133,Iridium PM2.5 LC
1247,88134,Molybdenum PM2.5 LC
1248,88136,Nickel PM2.5 LC
1249,88140,Magnesium PM2.5 LC
1250,88142,Mercury PM2.5 LC
1251,88143,Gold PM2.5 LC
1252,88146,Lanthanum PM2.5 LC
1253,88147,Niobium PM2.5 LC
1254,88151,Palladium PM2.5 LC
1255,88152,Phosphorus PM2.5 LC
1256,88154,Selenium PM2.5 LC
1257,88160,Tin PM2.5 LC
1258,88161,Titanium PM2.5 LC
1259,88162,Samarium PM2.5 LC
1260,88163,Scandium PM2.5 LC
1261,88164,Vanadium PM2.5 LC
1262,88165,Silicon PM2.5 LC
1263,88166,Silver PM2.5 LC
1264,88167,Zinc PM2.5 LC
1265,88168,Strontium PM2.5 LC
1266,88169,Sulfur PM2.5 LC
1267,88170,Tantalum PM2.5 LC
1268,88172,Terbium PM2.5 LC
1269,88173,Thallium PM2.5 LC
1270,88176,Rubidium PM2.5 LC
1271,88179,Uranium PM2.5 LC
1272,88180,Potassium PM2.5 LC
1273,88183,Yttrium PM2.5 LC
1274,88184,Sodium PM2.5 LC
1275,88185,Zirconium PM2.5 LC
1276,88186,Tungsten PM2.5 LC
1277,88203,Chloride PM2.5 LC
1278,88301,Ammonium Ion PM2.5 LC
1279,88302,Sodium Ion Pm2.5 LC
1280,88303,Potassium Ion PM2.5 LC
1281,88304,OCX Carbon PM2.5 LC
1282,88305,OC CSN Unadjusted PM2.5 LC TOT
1283,88306,Total Nitrate PM2.5 LC
1284,88307,EC CSN PM2.5 LC TOT
1285,88308,Carbonate Carbon CSN PM2.5 LC TOT
1286,88309,Volatile Nitrate PM2.5 LC
1287,88310,Non-volatile Nitrate PM2.5 LC
1288,88311,OCX2 Carbon PM2.5 LC
1289,88312,Total Carbon PM2.5 LC TOT
1290,88313,Black Carbon PM2.5 at 880 nm
1291,88314,UV Carbon PM2.5 at 370 nm
1292,88315,Delta Carbon PM2.5 LC
1293,88316,Optical EC PM2.5 LC TOT
1294,88317,Black Carbon  PM2.5 Corrected
1295,88320,OC PM2.5 LC TOR
1296,88321,EC PM2.5 LC TOR
1297,88322,OCH PM2.5 LC TOT
1298,88323,EH IMPROVE PM2.5 LC
1299,88324,OC1 PM2.5 LC
1300,88325,OC2 PM2.5 LC
1301,88326,OC3 PM2.5 LC
1302,88327,OC4 PM2.5 LC
1303,88328,OP PM2.5 LC TOR
1304,88329,EC1 PM2.5 LC
1305,88330,EC2 PM2.5 LC
1306,88331,EC3 PM2.5 LC
1307,88332,OC1 CSN Unadjusted PM2.5 LC TOT
1308,88333,OC2 CSN Unadjusted PM2.5 LC TOT
1309,88334,OC3 CSN Unadjusted PM2.5 LC TOT
1310,88335,OC4 CSN Unadjusted PM2.5 LC TOT
1311,88336,OP CSN PM2.5 LC TOT
1312,88337,Hydrogen PM2.5 LC
1313,88338,Nitrite PM2.5 LC
1314,88339,Ammonium Sulfate PM2.5 LC
1315,88340,Ammonium Sulfate Extinction PM2.5 LC
1316,88341,Aerosol Extinction PM2.5 LC
1317,88342,Coarse Mass Extinction PM2.5 LC
1318,88343,Elemental Carbon Extinction PM2.5 LC
1319,88344,Ammonium Nitrate PM2.5 LC
1320,88345,Ammonium Nitrate Extinction PM2.5 LC
1321,88346,Organic Carbon Extinction PM2.5 LC
1322,88347,Particle Light Scatter
1323,88348,Soil PM2.5 LC
1324,88349,Soil Extinction PM2.5 LC
1325,88350,Organic Carbon Mass PM2.5 LC
1326,88355,OC CSN_Rev Unadjusted PM2.5 LC TOT
1327,88357,EC CSN_Rev Unadjusted PM2.5 LC TOT
1328,88360,PM 2.5 Carbon at 470 nm
1329,88361,PM 2.5 Carbon at 520 nm
1330,88362,PM 2.5 Carbon at 590 nm
1331,88363,PM 2.5 Carbon at 660 nm
1332,88364,Infrared PM 2.5 Carbon at 950 nm
1333,88370,OC CSN_Rev Unadjusted PM2.5 LC TOR
1334,88374,OC1 CSN_Rev Unadjusted PM2.5 LC
1335,88375,OC2 CSN_Rev Unadjusted PM2.5 LC
1336,88376,OC3 CSN_Rev Unadjusted PM2.5 LC
1337,88377,OC4 CSN_Rev Unadjusted PM2.5 LC
1338,88378,OP CSN_Rev Unadjusted PM2.5 LC TOR
1339,88379,OP PM2.5 LC TOT
1340,88380,EC CSN_Rev Unadjusted PM2.5 LC TOR
1341,88381,EC PM2.5 LC TOT
1342,88382,OC PM2.5 LC TOT
1343,88383,EC1 CSN_Rev Unadjusted PM2.5 LC
1344,88384,EC2 CSN_Rev Unadjusted PM2.5 LC
1345,88385,EC3 CSN_Rev Unadjusted PM2.5 LC
1346,88388,OP CSN_Rev Unadjusted PM2.5 LC TOT
1347,88390,Levoglucosan PM2.5 LC
1348,88391,Mannosan PM2.5 LC
1349,88392,Galactosan PM2.5 LC
1350,88393,1-nitropyrene PM2.5 LC
1351,88395,Sea Salt (PM2.5)
1352,88396,PM2.5 Carbon at 430 nm
1353,88397,PM2.5 Carbon at 525 nm
1354,88398,PM2.5 Carbon at 565 nm
1355,88399,PM2.5 Carbon at 700 nm
1356,88401,Reconstructed Mass PM2.5 LC
1357,88403,Sulfate PM2.5 LC
1358,88500,PM2.5 Total Atmospheric
1359,88501,PM2.5 Raw Data
1360,88502,Acceptable PM2.5 AQI & Speciation Mass
1361,88503,PM2.5 Volatile Channel
1362,92142,Mercury compounds
