,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,date_local,time_local,date_gmt,time_gmt,sample_measurement,units_of_measure,sample_duration,sample_frequency,detection_limit,uncertainty,qualifier,method_type,method_code,method,state,county,date_of_last_change,cbsa_code
70,53,061,0020,88101,5,48.2469,-121.6031,WGS84,PM2.5 - Local Conditions,2020-01-03,22:00,2020-01-04,06:00,5.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0,,,FEM,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Washington,Snohomish,2020-04-30,42660
71,53,061,0020,88101,5,48.2469,-121.6031,WGS84,PM2.5 - Local Conditions,2020-01-03,23:00,2020-01-04,07:00,6.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0,,,FEM,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Washington,Snohomish,2020-04-30,42660
72,53,061,0020,88101,5,48.2469,-121.6031,WGS84,PM2.5 - Local Conditions,2020-01-04,00:00,2020-01-04,08:00,4.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0,,,FEM,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Washington,Snohomish,2020-04-30,42660
73,53,061,0020,88101,5,48.2469,-121.6031,WGS84,PM2.5 - Local Conditions,2020-01-04,01:00,2020-01-04,09:00,3.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0,,,FEM,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Washington,Snohomish,2020-04-30,42660
74,53,061,0020,88101,5,48.2469,-121.6031,WGS84,PM2.5 - Local Conditions,2020-01-04,02:00,2020-01-04,10:00,1.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0,,,FEM,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Washington,Snohomish,2020-04-30,42660
75,53,061,0020,88101,5,48.2469,-121.6031,WGS84,PM2.5 - Local Conditions,2020-01-04,03:00,2020-01-04,11:00,4.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0,,,FEM,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Washington,Snohomish,2020-04-30,42660
76,53,061,0020,88101,5,48.2469,-121.6031,WGS84,PM2.5 - Local Conditions,2020-01-04,04:00,2020-01-04,12:00,3.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0,,,FEM,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Washington,Snohomish,2020-04-30,42660
77,53,061,0020,88101,5,48.2469,-121.6031,WGS84,PM2.5 - Local Conditions,2020-01-04,05:00,2020-01-04,13:00,6.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0,,,FEM,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Washington,Snohomish,2020-04-30,42660
78,53,061,0020,88101,5,48.2469,-121.6031,WGS84,PM2.5 - Local Conditions,2020-01-04,06:00,2020-01-04,14:00,4.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0,,,FEM,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Washington,Snohomish,2020-04-30,42660
79,53,061,0020,88101,5,48.2469,-121.6031,WGS84,PM2.5 - Local Conditions,2020-01-04,07:00,2020-01-04,15:00,2.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0,,,FEM,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Washington,Snohomish,2020-04-30,42660
80,53,061,0020,88101,5,48.2469,-121.6031,WGS84,PM2.5 - Local Conditions,2020-01-04,08:00,2020-01-04,16:00,4.0,Micrograms/cubic meter (LC),1 HOUR,HOURLY,5.0,,,FEM,170,Met One BAM-1020 Mass Monitor w/VSCC - Beta Attenuation,Washington,Snohomish,2020-04-30,42660
