,code,value_represented
804,41660,"San Angelo, TX"
805,41700,"San Antonio-New Braunfels, TX"
806,41740,"San Diego-Carlsbad, CA"
807,41760,"Sandpoint, ID"
808,41780,"Sandusky, OH"
809,41820,"Sanford, NC"
810,41860,"San Francisco-Oakland-Hayward, CA"
811,41900,"San Germ n, PR"
812,41940,"San Jose-Sunnyvale-Santa Clara, CA"
813,41980,"San Juan-Carolina-Caguas, PR"
814,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA"
815,42060,"Santa Barbara-Santa Maria-Goleta, CA"
816,42100,"Santa Cruz-Watsonville, CA"
817,42140,"Santa Fe, NM"
818,42180,"Santa Isabel, PR"
819,42200,"Santa Maria-Santa Barbara, CA"
820,42220,"Santa Rosa, CA"
821,42300,"Sault Ste. Marie, MI"
822,42340,"Savannah, GA"
823,42380,"Sayre, PA"
824,42420,"Scottsbluff, NE"
825,42460,"Scottsboro, AL"
826,42500,"Scottsburg, IN"
827,42540,"Scranton--Wilkes-Barre--Hazleton, PA"
828,42580,"Seaford, DE"
829,42620,"Searcy, AR"
830,42660,"Seattle-Tacoma-Bellevue, WA"
831,42680,"Sebastian-Vero Beach, FL"
832,42700,"Sebring, FL"
833,42740,"Sedalia, MO"
834,42780,"Selinsgrove, PA"
835,42820,"Selma, AL"
836,42860,"Seneca, SC"
837,42900,"Seneca Falls, NY"
838,42940,"Sevierville, TN"
839,42980,"Seymour, IN"
840,43020,"Shawano, WI"
841,43060,"Shawnee, OK"
842,43100,"Sheboygan, WI"
843,43140,"Shelby, NC"
844,43180,"Shelbyville, TN"
845,43220,"Shelton, WA"
846,43260,"Sheridan, WY"
847,43300,"Sherman-Denison, TX"
848,43320,"Show Low, AZ"
849,43340,"Shreveport-Bossier City, LA"
850,43380,"Sidney, OH"
851,43420,"Sierra Vista-Douglas, AZ"
852,43460,"Sikeston, MO"
853,43500,"Silver City, NM"
854,43540,"Silverthorne, CO"
855,43580,"Sioux City, IA-NE-SD"
856,43620,"Sioux Falls, SD"
857,43660,"Snyder, TX"
858,43700,"Somerset, KY"
859,43740,"Somerset, PA"
860,43760,"Sonora, CA"
861,43780,"South Bend-Mishawaka, IN-MI"
862,43860,"Southern Pines-Pinehurst, NC"
863,43900,"Spartanburg, SC"
864,43940,"Spearfish, SD"
865,43980,"Spencer, IA"
866,44020,"Spirit Lake, IA"
867,44060,"Spokane-Spokane Valley, WA"
868,44100,"Springfield, IL"
869,44140,"Springfield, MA"
870,44180,"Springfield, MO"
871,44220,"Springfield, OH"
872,44260,"Starkville, MS"
873,44300,"State College, PA"
874,44340,"Statesboro, GA"
875,44380,"Statesville-Mooresville, NC"
876,44420,"Staunton-Waynesboro, VA"
877,44460,"Steamboat Springs, CO"
878,44500,"Stephenville, TX"
879,44540,"Sterling, CO"
880,44580,"Sterling, IL"
881,44620,"Stevens Point, WI"
882,44660,"Stillwater, OK"
883,44700,"Stockton-Lodi, CA"
884,44740,"Storm Lake, IA"
885,44780,"Sturgis, MI"
886,44860,"Sulphur Springs, TX"
887,44900,"Summerville, GA"
888,44920,"Summit Park, UT"
889,44940,"Sumter, SC"
890,44980,"Sunbury, PA"
891,45000,"Susanville, CA"
892,45020,"Sweetwater, TX"
893,45060,"Syracuse, NY"
894,45140,"Tahlequah, OK"
895,45180,"Talladega-Sylacauga, AL"
896,45220,"Tallahassee, FL"
897,45260,"Tallulah, LA"
898,45300,"Tampa-St. Petersburg-Clearwater, FL"
899,45340,"Taos, NM"
900,45380,"Taylorville, IL"
901,45460,"Terre Haute, IN"
902,45500,"Texarkana, TX-AR"
903,45520,"The Dalles, OR"
904,45540,"The Villages, FL"
905,45580,"Thomaston, GA"
906,45620,"Thomasville, GA"
907,45640,"Thomasville-Lexington, NC"
908,45660,"Tiffin, OH"
909,45700,"Tifton, GA"
910,45740,"Toccoa, GA"
911,45780,"Toledo, OH"
912,45820,"Topeka, KS"
913,45860,"Torrington, CT"
914,45900,"Traverse City, MI"
915,45940,"Trenton, NJ"
916,45980,"Troy, AL"
917,46020,"Truckee-Grass Valley, CA"
918,46060,"Tucson, AZ"
919,46100,"Tullahoma-Manchester, TN"
920,46140,"Tulsa, OK"
921,46180,"Tupelo, MS"
922,46220,"Tuscaloosa, AL"
923,46260,"Tuskegee, AL"
924,46300,"Twin Falls, ID"
925,46340,"Tyler, TX"
926,46380,"Ukiah, CA"
927,46420,"Union, SC"
928,46460,"Union City, TN-KY"
929,46500,"Urbana, OH"
930,46520,"Urban Honolulu, HI"
931,46540,"Utica-Rome, NY"
932,46580,"Utuado, PR"
933,46620,"Uvalde, TX"
934,46660,"Valdosta, GA"
935,46700,"Vallejo-Fairfield, CA"
936,46740,"Valley, AL"
937,46780,"Van Wert, OH"
938,46820,"Vermillion, SD"
939,46860,"Vernal, UT"
940,46900,"Vernon, TX"
941,46980,"Vicksburg, MS"
942,47020,"Victoria, TX"
943,47080,"Vidalia, GA"
944,47180,"Vincennes, IN"
945,47220,"Vineland-Bridgeton, NJ"
946,47240,"Vineyard Haven, MA"
947,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
948,47300,"Visalia-Porterville, CA"
949,47340,"Wabash, IN"
950,47380,"Waco, TX"
951,47420,"Wahpeton, ND-MN"
952,47460,"Walla Walla, WA"
953,47500,"Walterboro, SC"
954,47540,"Wapakoneta, OH"
955,47580,"Warner Robins, GA"
956,47620,"Warren, PA"
957,47660,"Warrensburg, MO"
958,47700,"Warsaw, IN"
959,47780,"Washington, IN"
960,47820,"Washington, NC"
961,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
962,47920,"Washington Court House, OH"
963,47940,"Waterloo-Cedar Falls, IA"
964,47980,"Watertown, SD"
965,48020,"Watertown-Fort Atkinson, WI"
966,48060,"Watertown-Fort Drum, NY"
967,48100,"Wauchula, FL"
968,48140,"Wausau, WI"
969,48180,"Waycross, GA"
970,48220,"Weatherford, OK"
971,48260,"Weirton-Steubenville, WV-OH"
972,48300,"Wenatchee, WA"
973,48460,"West Plains, MO"
974,48500,"West Point, MS"
975,48540,"Wheeling, WV-OH"
976,48580,"Whitewater-Elkhorn, WI"
977,48620,"Wichita, KS"
978,48660,"Wichita Falls, TX"
979,48700,"Williamsport, PA"
980,48740,"Willimantic, CT"
981,48780,"Williston, ND"
982,48820,"Willmar, MN"
983,48900,"Wilmington, NC"
984,48940,"Wilmington, OH"
985,48980,"Wilson, NC"
986,49020,"Winchester, VA-WV"
987,49060,"Winfield, KS"
988,49080,"Winnemucca, NV"
989,49100,"Winona, MN"
990,49180,"Winston-Salem, NC"
991,49220,"Wisconsin Rapids-Marshfield, WI"
992,49260,"Woodward, OK"
993,49300,"Wooster, OH"
994,49340,"Worcester, MA-CT"
995,49380,"Worthington, MN"
996,49420,"Yakima, WA"
997,49460,"Yankton, SD"
998,49500,"Yauco, PR"
999,49540,"Yazoo City, MS"
1000,49620,"York-Hanover, PA"
1001,49660,"Youngstown-Warren-Boardman, OH-PA"
1002,49700,"Yuba City, CA"
1003,49740,"Yuma, AZ"
1004,49780,"Zanesville, OH"
1005,49820,"Zapata, TX"
